url,length,dots,has_at,has_ip,suspicious_keywords,has_https,special_chars,label
https://moontswm.com/KPxa_s2dnR9tDE,35,1,0,0,0,1,2,1
https://user@wzjwwuq.com/VDRF2,30,1,1,0,0,1,1,1
http://ibtopooozip.com/webscr/q8uJHpk,37,1,0,0,1,0,1,1
https://mfjoa.com/free/aAiHGW,29,1,0,0,1,1,1,1
https://ufojsloqfaf.com/secure/FHx2Dj,37,1,0,0,1,1,1,1
https://pkcwpkr.com,19,1,0,0,0,1,1,0
https://ycafm.com,17,1,0,0,0,1,1,0
https://nksjxtcvy.com,21,1,0,0,0,1,1,0
https://gmzaovjhqom.com/login/Vfn4NSk,37,1,0,0,1,1,1,1
https://user@itoxosc.com/account/7g-xla,39,1,1,0,1,1,2,1
https://user@nzyjcyj.com,24,1,1,0,0,1,1,1
https://user@keqxgu.com/webscr/3txW1Ma,38,1,1,0,1,1,1,1
https://tjzhsql.com/LgYqZa76gkhIn,33,1,0,0,0,1,1,0
http://bbufweenvkw.com/bank/WrMDJm7iMfX,39,1,0,0,1,0,1,1
http://byvvgfeevok.com/TBNIj6CdkksK,35,1,0,0,0,0,1,0
https://user@zprnsxd.com/XOVvXCF5,33,1,1,0,0,1,1,1
https://jdfgckvpoaph.com/login/x-rjFo,37,1,0,0,1,1,2,1
https://isgzdypt.com/3aUUm,26,1,0,0,0,1,1,0
https://ckbxwd.com/t1bderZSAH7,30,1,0,0,0,1,1,0
https://user@227.14.123.183/xUI6scR_w,37,3,1,1,0,1,4,1
https://silesy.com/admin/IvF0Co,31,1,0,0,1,1,1,1
https://gxoai.com/zpAJUZkq,26,1,0,0,0,1,1,0
http://gamvd.com/offer/hO77hF,29,1,0,0,1,0,1,1
https://164.22.169.53,21,3,0,1,0,1,3,1
http://fuxiptyhtgu.com,22,1,0,0,0,0,1,0
https://hbijyr.com,18,1,0,0,0,1,1,0
https://user@lbqvjoscn.com/secure/ul0vVmdZiPZi,46,1,1,0,1,1,1,1
https://ekshernlpxz.com/vLnrBad2wEoBvI,38,1,0,0,0,1,1,0
https://fvnkqcvod.com,21,1,0,0,0,1,1,1
https://jspwkb.com/gAs_rCtMNa-zoi,33,1,0,0,0,1,3,0
https://ixeqrguz.com,20,1,0,0,0,1,1,0
https://nhdvuivhrob.com/RMsooR,30,1,0,0,0,1,1,0
https://hgebhduay.com/admin/tytimDuFbK,38,1,0,0,1,1,1,1
http://wtynglllu.com,20,1,0,0,0,0,1,0
http://96.176.137.198/login/VirlbpIl2,37,3,0,1,1,0,3,1
https://wpvpb.com/secure/9HUOekIrA,34,1,0,0,1,1,1,1
https://jrwavdeop.com/-nPXRyam5KI-,34,1,0,0,0,1,3,0
https://snamlqklff.com,22,1,0,0,0,1,1,0
https://dxhmyhkscyvz.com,24,1,0,0,0,1,1,0
https://fbctobug.com/p72qFwPQokov471,36,1,0,0,0,1,1,0
https://user@68.70.151.64/bank/SUkps,36,3,1,1,1,1,3,1
https://eeazvyde.com,20,1,0,0,0,1,1,0
http://131.79.220.139/update/6yIQy,34,3,0,1,1,0,3,1
https://vadkyidhqfo.com,23,1,0,0,0,1,1,0
http://sdkeacowvp.com,21,1,0,0,0,0,1,0
http://user@uzlwkassapb.com/webscr/aVM4kZBJ,43,1,1,0,1,0,1,1
https://user@rclyghpkl.com/verify/60OKadEa,42,1,1,0,1,1,1,1
https://jzmsyvq.com,19,1,0,0,0,1,1,1
https://ukeocpoujz.com/TjN75,28,1,0,0,0,1,1,0
https://user@krleopydh.com/cmd/2neoUVpAyLmv,43,1,1,0,1,1,1,1
https://uotjxr.com/rISTSoWeqnnoOlv,34,1,0,0,0,1,1,0
https://user@sxlvhqhlhc.com,27,1,1,0,0,1,1,1
http://kdckvjjot.com,20,1,0,0,0,0,1,0
https://isqhrisozb.com/cmd/34P6Ejy,34,1,0,0,1,1,1,1
https://mxpsebrt.com,20,1,0,0,0,1,1,1
http://brhdoezovqrt.com/25u85HFJ-EJ4,36,1,0,0,0,0,2,0
https://253.233.210.127/signin/L_dCDBjaeK,41,3,0,1,1,1,4,1
http://qngnalpj.com/update/08gFkffQpokv,39,1,0,0,1,0,1,1
https://241.8.119.172/cmd/OBKBU2,32,3,0,1,1,1,3,1
https://kapqtmotgl.com/WvZABO,29,1,0,0,0,1,1,0
https://ksfcfsxsynjf.com/E1wbs6VT,33,1,0,0,0,1,1,0
https://krzln.com/Uk8GFSeGLMrcVJ,32,1,0,0,0,1,1,0
https://user@140.169.80.196/secure/OlZIG5PMGz7W,47,3,1,1,1,1,3,1
https://152.66.29.107/paypal/OvDW1w0Hz5,39,3,0,1,1,1,3,1
https://ngndu.com,17,1,0,0,0,1,1,0
https://user@186.41.94.55,25,3,1,1,0,1,3,1
https://user@xxuqfdbn.com/admin/rmff6CRejz,42,1,1,0,1,1,1,1
https://5.175.104.252/update/QQv33h,35,3,0,1,1,1,3,1
https://user@vhdneskqcbo.com/admin/3-GiZXgZIRKN,47,1,1,0,1,1,2,1
https://qpzzxfvc.com/QlENCzsdfF8j61y,36,1,0,0,0,1,1,0
http://user@gpngv.com/ebayisapi/06GCns,38,1,1,0,1,0,1,1
https://buepqngxwjr.com,23,1,0,0,0,1,1,0
https://lncvktkv.com,20,1,0,0,0,1,1,0
http://bculmfmmytsr.com/Vq5td,29,1,0,0,0,0,1,0
https://55.203.81.197/verify/uoqwmTxkJX,39,3,0,1,1,1,3,1
https://sunvyn.com/zzg__fJ1pp,29,1,0,0,0,1,3,0
https://mzizz.com,17,1,0,0,0,1,1,0
https://bnlvxhotjyxz.com,24,1,0,0,0,1,1,0
https://user@rksukwbmy.com/update/fcfz1,39,1,1,0,1,1,1,1
http://190.166.22.208/signin/1txDTY,35,3,0,1,1,0,3,1
https://user@orfkcf.com/paypal/DTgJ9K,37,1,1,0,1,1,1,1
http://zteqz.com,16,1,0,0,0,0,1,0
https://gbwcmkuq.com/_x8Kh4xa,29,1,0,0,0,1,2,0
https://user@invweey.com/cmd/i8nqAdXhJ,38,1,1,0,1,1,1,1
http://fgzfzdrbr.com/account/2d3NZbEBtty,40,1,0,0,1,0,1,1
https://user@ipasye.com,23,1,1,0,0,1,1,1
http://srvzgej.com,18,1,0,0,0,0,1,0
https://enusii.com,18,1,0,0,0,1,1,0
https://mzpej.com,17,1,0,0,0,1,1,0
http://qbroapsqt.com/-3efGYuc,29,1,0,0,0,0,2,1
https://ldqhi.com/x6UUH,23,1,0,0,0,1,1,0
http://48.244.87.166/login/M7wdbf,33,3,0,1,1,0,3,1
http://user@nucfpblywq.com/NCzwITZIbO,37,1,1,0,0,0,1,1
https://lngnz.com/tMpA9A,24,1,0,0,0,1,1,0
https://user@cwpkuhbtup.com/login/ZmtgJjqrQ,43,1,1,0,1,1,1,1
https://nquyptnpvjmp.com,24,1,0,0,0,1,1,0
https://toxkvnmvpdy.com/cmd/Mf6SWnF,35,1,0,0,1,1,1,1
https://mgpbzp.com/zRlmPSwMe2,29,1,0,0,0,1,1,1
https://xmwjafpa.com/1K3vwVxrz-x,32,1,0,0,0,1,2,0
https://kvkrv.com,17,1,0,0,0,1,1,1
https://odsvfna.com,19,1,0,0,0,1,1,0
https://fbcnkyjfg.com/98u3TXbzjsP,33,1,0,0,0,1,1,0
https://lkbvudaljduz.com/login/hAGXfO9xJ,40,1,0,0,1,1,1,1
https://vslylpik.com,20,1,0,0,0,1,1,0
https://pgykuuvf.com,20,1,0,0,0,1,1,0
https://wltpksvr.com/uxpZa--P8s8,32,1,0,0,0,1,3,0
https://205.23.27.20/ytFMYFa,28,3,0,1,0,1,3,1
https://xsbilkuj.com/CykBjtj,28,1,0,0,0,1,1,0
https://rqeoxymsvpv.com,23,1,0,0,0,1,1,0
https://unesgb.com,18,1,0,0,0,1,1,0
https://amasbmys.com/ejc8XKX5,29,1,0,0,0,1,1,0
http://snhgaukaoyis.com,23,1,0,0,0,0,1,0
https://xokbo.com,17,1,0,0,0,1,1,1
http://user@nkmvxkmm.com/signin/xpYP82n,39,1,1,0,1,0,1,1
http://jjoxq.com,16,1,0,0,0,0,1,0
https://lxzprlzjkp.com,22,1,0,0,0,1,1,0
https://user@tfommwln.com/signin/1IHUxtGWnd_K,45,1,1,0,1,1,2,1
https://nlvvcm.com,18,1,0,0,0,1,1,0
http://mugcj.com/update/KoeVsJ6ae0,34,1,0,0,1,0,1,1
http://amdaf.com,16,1,0,0,0,0,1,0
https://222.101.160.195/bank/tR4GbW,35,3,0,1,1,1,3,1
https://lihtgomsai.com/njLRoGG4W9FR6,36,1,0,0,0,1,1,0
https://grujhdywukxz.com/2O7uWx0Dv8Bv,37,1,0,0,0,1,1,0
https://user@bkdhj.com/confirm/rG8qMt4bk,40,1,1,0,1,1,1,1
http://uiitzew.com,18,1,0,0,0,0,1,1
http://17.215.87.161/admin/CKXISjV8gV,37,3,0,1,1,0,3,1
https://140.186.79.124,22,3,0,1,0,1,3,1
https://user@dgfcnbqf.com/free/AUmdZE,37,1,1,0,1,1,1,1
http://178.9.159.128/cmd/dGAsecH1hg3P,37,3,0,1,1,0,3,1
https://user@gvptmdw.com/offer/0kyuKkj,38,1,1,0,1,1,1,1
https://ovxiecohub.com/0KeFP1Af9_ytN,36,1,0,0,0,1,2,1
https://clvbnmqqcl.com/oPU11k11MfE1,35,1,0,0,0,1,1,0
https://user@gymvxekvcwv.com/login/2Gwv5,40,1,1,0,1,1,1,1
https://user@fuuitrpsn.com/KXinzHOlyardE,40,1,1,0,0,1,1,1
https://lkouuucaypx.com,23,1,0,0,0,1,1,1
https://pagdrakgv.com,21,1,0,0,0,1,1,0
https://user@kiatz.com/secure/zyhwnZ,36,1,1,0,1,1,1,1
https://rhkwmbw.com/DTik-MZy1FfSGY,34,1,0,0,0,1,2,0
http://bxebxod.com,18,1,0,0,0,0,1,1
https://qoxxhboe.com/bank/GVaW8VOdQ62,37,1,0,0,1,1,1,1
https://auiwpfklgd.com,22,1,0,0,0,1,1,0
http://user@bmhzxpazwux.com/webscr/0RnQIlJwC1,45,1,1,0,1,0,1,1
https://zyjyvwbqbgcj.com,24,1,0,0,0,1,1,0
https://cpgtmfupdery.com,24,1,0,0,0,1,1,0
http://trwlnfolo.com/bonus/zvjX5AA4sWO3,39,1,0,0,1,0,1,1
https://user@gjdytf.com/6HReupLU,32,1,1,0,0,1,1,1
http://epgibmspzkid.com/XyanOhq,31,1,0,0,0,0,1,0
https://duqxw.com/free/UySWd4lsJgG,34,1,0,0,1,1,1,1
https://pvtizc.com/TwXyGc,25,1,0,0,0,1,1,0
https://oovekgx.com/TxI8EU_w6vyBR8,34,1,0,0,0,1,2,0
https://etmhcc.com/m8j1q1_qkITX,31,1,0,0,0,1,2,1
https://user@tlxleexsrvvv.com,29,1,1,0,0,1,1,1
https://ldbyklr.com/ECTuaIWU6Tto,32,1,0,0,0,1,1,1
https://bxvdijcfj.com/xtGVX4d,29,1,0,0,0,1,1,0
https://oqhtbx.com,18,1,0,0,0,1,1,0
https://jqeopdsxxl.com,22,1,0,0,0,1,1,0
http://hvyohdvaaru.com,22,1,0,0,0,0,1,0
http://kwyixnzdp.com/i8a6GNF,28,1,0,0,0,0,1,0
https://aulbqnzmca.com/UeKzgSaMNvl,34,1,0,0,0,1,1,1
https://sivxwqnydyx.com,23,1,0,0,0,1,1,0
http://aygpsuugandz.com,23,1,0,0,0,0,1,0
https://stdivdawp.com,21,1,0,0,0,1,1,0
http://apjlab.com/keMrP9dIJvi6dRo,33,1,0,0,0,0,1,1
https://jdmakfztowl.com/F3ZkYN,30,1,0,0,0,1,1,0
https://156.111.53.145/webscr/S6_th,35,3,0,1,1,1,4,1
https://cloiraqmm.com/free/UDRD0phF4,36,1,0,0,1,1,1,1
https://tntnpfyyozq.com,23,1,0,0,0,1,1,0
http://ibdskdk.com/account/08WOh0A_S,36,1,0,0,1,0,2,1
https://rdkplbck.com/Q6ng96JnKoSoLI2,36,1,0,0,0,1,1,0
https://disctgtlwl.com/secure/oitdNd8f9f8,41,1,0,0,1,1,1,1
http://uvbbe.com/_QkDRefx,25,1,0,0,0,0,2,0
https://zhbymcdhta.com/r8UvzIg-eV,33,1,0,0,0,1,2,0
http://qsxjmf.com/k3WVVX,24,1,0,0,0,0,1,0
https://210.57.181.142/bank/GpHp6NB3w5k,39,3,0,1,1,1,3,1
https://user@235.146.63.112,27,3,1,1,0,1,3,1
https://yhliqmtkf.com,21,1,0,0,0,1,1,0
https://vnewcfpma.com/w1nku,27,1,0,0,0,1,1,0
https://26.234.161.60/FPzTLvF2VA,32,3,0,1,0,1,3,1
https://liluosuy.com/webscr/LquP5qr,35,1,0,0,1,1,1,1
http://hroozyq.com,18,1,0,0,0,0,1,0
https://olnhsi.com,18,1,0,0,0,1,1,0
https://rkkxyder.com,20,1,0,0,0,1,1,0
https://btvoraht.com,20,1,0,0,0,1,1,0
https://user@xtcfbznhjt.com/webscr/wWyT8lQf_0E9,47,1,1,0,1,1,2,1
https://coxrr.com/admin/TkuIcyNqqiF,35,1,0,0,1,1,1,1
https://uputvjqv.com,20,1,0,0,0,1,1,1
https://yziipehuf.com/gDoex4OfDhHGcT,36,1,0,0,0,1,1,0
https://180.184.50.122/cmd/xdqjBQrFFr,37,3,0,1,1,1,3,1
https://eylyqfevm.com/bonus/a5kMwo,34,1,0,0,1,1,1,1
https://pkevqumim.com/d2p5Dda,29,1,0,0,0,1,1,0
https://wbnhs.com/bank/lv890,28,1,0,0,1,1,1,1
https://wmtlwv.com,18,1,0,0,0,1,1,1
https://user@iauraezwyzbq.com,29,1,1,0,0,1,1,1
https://lndjvv.com,18,1,0,0,0,1,1,0
https://qdscconp.com/cmd/W5RN2JwSK,34,1,0,0,1,1,1,1
https://user@tcsonofzw.com/verify/eceXr2v7dp,44,1,1,0,1,1,1,1
http://user@smpncqxts.com,25,1,1,0,0,0,1,1
https://user@hkzpcwcza.com,26,1,1,0,0,1,1,1
https://tljpncnryb.com,22,1,0,0,0,1,1,0
https://wuymid.com,18,1,0,0,0,1,1,0
https://ezhrhqjjbyv.com,23,1,0,0,0,1,1,0
https://tlejbkbbik.com,22,1,0,0,0,1,1,0
https://user@zntmtausd.com/confirm/E4hIIZ,41,1,1,0,1,1,1,1
https://user@248.20.112.21/login/d09omn0,40,3,1,1,1,1,3,1
https://mekdllvooo.com/admin/HcQHiIvfL2,39,1,0,0,1,1,1,1
https://putbsrmzg.com,21,1,0,0,0,1,1,0
https://user@ifvlr.com/cmd/mL9Z_r1,34,1,1,0,1,1,2,1
https://user@nybphoocyd.com/bank/udOpxVEur,42,1,1,0,1,1,1,1
https://xymnwo.com/update/8c90ep,32,1,0,0,1,1,1,1
https://user@109.36.190.80/bank/kl5IU,37,3,1,1,1,1,3,1
http://epgai.com/A2rnHHI6oDO,28,1,0,0,0,0,1,0
https://wpbmvmndftrx.com/bonus/zBUGTPP72,40,1,0,0,1,1,1,1
http://111.47.180.156/secure/Ns24FcG,36,3,0,1,1,0,3,1
http://daysoeb.com,18,1,0,0,0,0,1,0
https://osuvhwb.com,19,1,0,0,0,1,1,1
https://bermdee.com/0pIaqKQMrsHtv,33,1,0,0,0,1,1,0
https://fgzteibuplr.com,23,1,0,0,0,1,1,0
https://lttuyxpwxfsq.com/cmd/60dVcP8U8U,39,1,0,0,1,1,1,1
https://user@utklpkucx.com/GkShijrjYwb1,39,1,1,0,0,1,1,1
https://cqidr.com/webscr/szV2dSA,32,1,0,0,1,1,1,1
https://nxmnskjchf.com,22,1,0,0,0,1,1,0
http://ywpahjsglx.com/ebayisapi/8Xh9-Y,38,1,0,0,1,0,2,1
http://user@lrzlfsgc.com/e7ui_bHRGcHo,37,1,1,0,0,0,2,1
http://148.163.160.162/admin/l-5rdlvVWTpv,41,3,0,1,1,0,4,1
https://user@pgxnwuorfrsw.com/free/NpONk,40,1,1,0,1,1,1,1
https://user@okpqiw.com/confirm/2rth2BzZdZZ,43,1,1,0,1,1,1,1
https://inoutduf.com/WpJiRd,27,1,0,0,0,1,1,0
https://user@sqvgp.com/verify/ccC4Ch,36,1,1,0,1,1,1,1
https://zsbzbgoarn.com,22,1,0,0,0,1,1,0
https://wiqngvvl.com/bonus/OHy6wOLivPwm,39,1,0,0,1,1,1,1
https://48.104.33.171/update/nCAkU,34,3,0,1,1,1,3,1
https://user@zdzwexjbgna.com/bank/x6an-2fvGbqZ,46,1,1,0,1,1,2,1
https://user@byqxrgmsk.com/signin/oJMokP2UEdaV,46,1,1,0,1,1,1,1
http://cvtvzsz.com/SqPyRUEakXUI-hR,34,1,0,0,0,0,2,0
https://lbobpgdqc.com/bank/duaelY,33,1,0,0,1,1,1,1
https://ynmwrxejvsqk.com/signin/8nNI7mBm,40,1,0,0,1,1,1,1
https://245.254.102.50/95vQOBdsu3,33,3,0,1,0,1,3,1
https://fzflmmftlf.com/UCaSk,28,1,0,0,0,1,1,1
http://ifjryoqjub.com/_nHa7-SjP,31,1,0,0,0,0,3,0
https://vnxybj.com/BwAsV6hsz2,29,1,0,0,0,1,1,1
https://spzweygs.com/aGVMTHnHnnZ-,33,1,0,0,0,1,2,1
https://kzsvru.com,18,1,0,0,0,1,1,0
https://qfhkh.com/22nHZqeVZqak,30,1,0,0,0,1,1,0
https://ukzvjm.com,18,1,0,0,0,1,1,0
https://ryouln.com/7qXDZiVMlVe,30,1,0,0,0,1,1,0
https://ukxgm.com,17,1,0,0,0,1,1,0
https://user@zzrtdwgikbde.com/login/9fm2GFdk,44,1,1,0,1,1,1,1
https://irefgfzrmifk.com/J7l-LrXUMg0,36,1,0,0,0,1,2,0
https://ccdqpav.com/frwqh,25,1,0,0,0,1,1,0
https://user@utxgsrgi.com/IOF9MBLLzLR0,38,1,1,0,0,1,1,1
https://xnyswdaow.com/ZAnKxHC,29,1,0,0,0,1,1,1
https://lpdpc.com/lCDCDUYvVRcpAQN,33,1,0,0,0,1,1,0
https://user@cbjleqrpn.com/free/dGPtW,37,1,1,0,1,1,1,1
http://user@mseif.com,21,1,1,0,0,0,1,1
https://hvecaktpqu.com/wlLFPpMp7l-0Ecn,38,1,0,0,0,1,2,0
https://dogzwp.com/bank/EnahIZmg,32,1,0,0,1,1,1,1
https://user@mdwzfmldmul.com,28,1,1,0,0,1,1,1
https://kmimd.com,17,1,0,0,0,1,1,0
https://cyzfakpjtech.com,24,1,0,0,0,1,1,0
https://copbtuacwq.com,22,1,0,0,0,1,1,1
http://64.116.205.164/50fvaMz,29,3,0,1,0,0,3,1
https://utxhbovlbiok.com/update/NpHp_NPdmmQT,44,1,0,0,1,1,2,1
https://user@lrbrcj.com/confirm/gsW8Nw0,39,1,1,0,1,1,1,1
https://ehsbgpdkulqm.com/MqAZwMRKWA5,36,1,0,0,0,1,1,0
http://fwtsuwwotlj.com/k7ql7m6N,31,1,0,0,0,0,1,0
https://nmtjqsthba.com/R35SZAUULsx5l6,37,1,0,0,0,1,1,0
https://user@xjajxampld.com,27,1,1,0,0,1,1,1
https://scgwitoh.com/UBCmu,26,1,0,0,0,1,1,0
https://kjatgihmwq.com,22,1,0,0,0,1,1,1
http://kocso.com/mTLRRr68,25,1,0,0,0,0,1,0
https://vqhdj.com/login/RFvxDt,30,1,0,0,1,1,1,1
https://pvitxrioj.com/wF6n9G8xk,31,1,0,0,0,1,1,0
http://guoidlgk.com,19,1,0,0,0,0,1,0
https://ufqmheitjzrp.com,24,1,0,0,0,1,1,1
http://fuqnrdktdl.com,21,1,0,0,0,0,1,0
https://user@ghyyt.com/ebayisapi/MfuA9uy6tq,43,1,1,0,1,1,1,1
http://nclibtq.com,18,1,0,0,0,0,1,1
https://dsbroq.com/signin/nYb9DfVpjNWb,38,1,0,0,1,1,1,1
https://35.207.5.241,20,3,0,1,0,1,3,1
https://user@pdxqx.com/account/RkBsEeA8H6w,42,1,1,0,1,1,1,1
https://jpttxbl.com/yN8Rbi9y,28,1,0,0,0,1,1,0
https://tmoqtn.com/gASxh,24,1,0,0,0,1,1,0
https://obbzixsc.com,20,1,0,0,0,1,1,0
https://fscwimo.com/free/XSFJYFsxpD,35,1,0,0,1,1,1,1
https://shdmmaqvd.com,21,1,0,0,0,1,1,0
https://aajkfwceqtt.com,23,1,0,0,0,1,1,0
https://aspvspqzkka.com,23,1,0,0,0,1,1,0
http://goanngftfqyp.com/login/xWgZifM8r1,40,1,0,0,1,0,1,1
https://user@irmsg.com,22,1,1,0,0,1,1,1
https://chxqxpgcjawu.com,24,1,0,0,0,1,1,0
https://thldc.com,17,1,0,0,0,1,1,0
http://pgmxeox.com/wws9n,24,1,0,0,0,0,1,0
http://247.186.233.246/free/ZScDPbJ,35,3,0,1,1,0,3,1
https://119.150.142.168/signin/S8FtY9i8_O,41,3,0,1,1,1,4,1
https://uvacbllzyr.com/lnVAwf,29,1,0,0,0,1,1,0
https://dcfby.com/-xjYGq3kY11,29,1,0,0,0,1,2,0
https://hfyknfgx.com,20,1,0,0,0,1,1,0
http://user@vggyfsi.com,23,1,1,0,0,0,1,1
https://user@bknrmdm.com,24,1,1,0,0,1,1,1
https://fmniqjt.com,19,1,0,0,0,1,1,0
https://aevjynwcav.com,22,1,0,0,0,1,1,0
https://cepwipantylh.com,24,1,0,0,0,1,1,0
https://user@dsjucfcyby.com,27,1,1,0,0,1,1,1
http://user@wigpwnb.com,23,1,1,0,0,0,1,1
https://wxhxwjtiyc.com,22,1,0,0,0,1,1,0
https://aruqt.com/yfpMU8nZV3bgH,31,1,0,0,0,1,1,0
https://ikbvlryu.com/bank/vGGZK,31,1,0,0,1,1,1,1
https://user@lfjoxtytu.com/zQ5nxVAErznS,39,1,1,0,0,1,1,1
https://yaszbdyy.com,20,1,0,0,0,1,1,1
https://oajaodimz.com,21,1,0,0,0,1,1,0
http://ipcbnracooy.com/kZy5fRbe,31,1,0,0,0,0,1,0
